App name,No.,Time,Source,Destination,Protocol,Length,Info
Google Play service,54,4.019753,172.30.1.250,172.30.1.1,TCP,88,443  >  59080 [ACK] Seq=1 Ack=545 Win=2096128 Len=0
Google Play service,55,4.028253,172.30.1.250,172.30.1.1,TCP,96,"443  >  59084 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Google Play service,56,4.028369,172.30.1.1,172.30.1.250,TCP,88,59084  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Play service,57,4.031341,172.30.1.1,172.30.1.250,TLSv1.3,632,Client Hello
Google Play service,58,4.031554,172.30.1.250,172.30.1.1,TCP,88,443  >  59084 [ACK] Seq=1 Ack=545 Win=2096128 Len=0
Google Play service,59,4.076834,172.30.1.250,172.30.1.1,TLSv1.3,292,"Server Hello, Change Cipher Spec, Application Data"
Google Play service,60,4.076984,172.30.1.1,172.30.1.250,TCP,88,59080  >  443 [ACK] Seq=545 Ack=204 Win=67072 Len=0
Google Play service,61,4.080704,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Play service,62,4.080846,172.30.1.250,172.30.1.1,TCP,88,443  >  59080 [ACK] Seq=204 Ack=609 Win=2096640 Len=0
Google Play service,63,4.088146,172.30.1.250,172.30.1.1,TLSv1.3,292,"Server Hello, Change Cipher Spec, Application Data"
Google Play service,64,4.088482,172.30.1.1,172.30.1.250,TCP,88,59084  >  443 [ACK] Seq=545 Ack=204 Win=67072 Len=0
Google Play service,65,4.090917,172.30.1.1,172.30.1.250,TLSv1.3,1212,Application Data
Google Play service,66,4.090999,172.30.1.250,172.30.1.1,TCP,88,443  >  59080 [ACK] Seq=204 Ack=1734 Win=2095616 Len=0
Google Play service,67,4.09174,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Play service,68,4.091788,172.30.1.250,172.30.1.1,TCP,88,443  >  59084 [ACK] Seq=204 Ack=609 Win=2096640 Len=0
Google Play service,69,4.107628,172.30.1.1,172.30.1.250,TLSv1.3,2116,Application Data
Google Play service,70,4.107796,172.30.1.250,172.30.1.1,TCP,88,443  >  59084 [ACK] Seq=204 Ack=2639 Win=2094592 Len=0
Google Play service,71,4.16327,172.30.1.250,172.30.1.1,TLSv1.3,1976,"Application Data, Application Data, Application Data, Application Data, Application Data"
Google Play service,72,4.163515,172.30.1.1,172.30.1.250,TCP,88,59080  >  443 [ACK] Seq=1734 Ack=2091 Win=70656 Len=0
Google Play service,73,4.198638,172.30.1.250,172.30.1.1,TLSv1.3,2076,"Application Data, Application Data, Application Data"
Google Play service,74,4.198724,172.30.1.1,172.30.1.250,TCP,88,59084  >  443 [ACK] Seq=2639 Ack=2191 Win=70656 Len=0
Google Play service,75,4.206047,172.30.1.250,172.30.1.1,TLSv1.3,240,"Application Data, Application Data"
Google Play service,76,4.206278,172.30.1.1,172.30.1.250,TCP,88,59084  >  443 [ACK] Seq=2639 Ack=2342 Win=74752 Len=0
Messages,77,4.556206,172.30.1.1,172.30.1.250,DNS,132,Standard query 0x505c A instantmessaging-pa-us.googleapis.com
Messages,78,4.626482,172.30.1.250,172.30.1.1,DNS,148,Standard query response 0x505c A instantmessaging-pa-us.googleapis.com A 216.239.36.158
Messages,79,4.63131,172.30.1.1,172.30.1.250,TCP,108,53696  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3709564806 TSecr=0 WS=512
Messages,80,4.65834,172.30.1.250,172.30.1.1,TCP,96,"443  >  53696 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Messages,81,4.658523,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Messages,82,4.658778,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Messages,83,4.659021,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Messages,84,4.69992,172.30.1.250,172.30.1.1,TLSv1.3,4904,"Server Hello, Change Cipher Spec, Application Data"
Messages,85,4.70019,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=518 Ack=4818 Win=85504 Len=0
Messages,86,4.70685,172.30.1.1,172.30.1.250,TLSv1.3,160,"Change Cipher Spec, Application Data"
Messages,87,4.706934,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=4818 Ack=592 Win=2096640 Len=0
Messages,88,4.707072,172.30.1.1,172.30.1.250,TLSv1.3,184,Application Data
Messages,89,4.707105,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=4818 Ack=690 Win=2096640 Len=0
Messages,90,4.707189,172.30.1.1,172.30.1.250,TLSv1.3,440,Application Data
Messages,91,4.707201,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=4818 Ack=1042 Win=2096128 Len=0
Messages,92,4.707484,172.30.1.1,172.30.1.250,TLSv1.3,7020,Application Data
Messages,93,4.707551,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=4818 Ack=7975 Win=2089472 Len=0
Messages,94,4.707574,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Messages,95,4.707583,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=4818 Ack=8006 Win=2089472 Len=0
Messages,96,4.73793,172.30.1.250,172.30.1.1,TLSv1.3,988,"Application Data, Application Data"
Messages,97,4.738069,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=8006 Ack=5720 Win=95232 Len=0
Messages,98,4.738092,172.30.1.250,172.30.1.1,TLSv1.3,120,Application Data
Messages,99,4.738202,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=8006 Ack=5751 Win=95232 Len=0
Messages,100,4.738243,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Messages,101,4.738293,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=5751 Ack=8037 Win=2089472 Len=0
Google Fi,102,4.932248,172.30.1.1,172.30.1.250,DNS,124,Standard query 0x31a5 A ficontinuity-pa.googleapis.com
Messages,103,4.934266,172.30.1.250,172.30.1.1,TLSv1.3,808,"Application Data, Application Data, Application Data"
Messages,104,4.934547,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=8037 Ack=6471 Win=104960 Len=0
Messages,105,4.936563,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Messages,106,4.937952,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=6471 Ack=8076 Win=2096640 Len=0
Messages,107,4.97343,172.30.1.1,172.30.1.250,QUIC,1324,"Initial, DCID=767e0476ff4b53fe, PKN: 1, PADDING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PADDING"
Messages,108,4.974021,172.30.1.1,172.30.1.250,TLSv1.3,192,Application Data
Messages,109,4.974027,172.30.1.1,172.30.1.250,TLSv1.3,200,Application Data
Messages,110,4.97403,172.30.1.1,172.30.1.250,TLSv1.3,368,Application Data
Messages,111,4.974034,172.30.1.1,172.30.1.250,TLSv1.3,388,Application Data
Messages,112,4.974038,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Messages,113,4.974041,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Messages,114,4.974086,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=6471 Ack=8934 Win=2096128 Len=0
Messages,115,4.979245,172.30.1.1,172.30.1.250,TLSv1.3,196,Application Data
Messages,116,4.979338,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=6471 Ack=9044 Win=2096128 Len=0
Messages,117,4.979387,172.30.1.1,172.30.1.250,TLSv1.3,368,Application Data
Messages,118,4.979392,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Messages,119,4.979414,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=6471 Ack=9354 Win=2095616 Len=0
Google Fi,120,4.988009,172.30.1.250,172.30.1.1,DNS,380,Standard query response 0x31a5 A ficontinuity-pa.googleapis.com A 142.251.40.106 A 142.251.40.138 A 142.251.40.170 A 142.250.72.106 A 142.250.80.42 A 142.250.80.74 A 142.250.80.106 A 142.250.176.202 A 142.251.40.202 A 142.251.40.234 A 172.217.165.138 A 142.250.65.170 A 142.250.65.202 A 142.250.65.234 A 142.250.81.234 A 142.251.41.10
Google Fi,121,4.991897,172.30.1.1,172.30.1.250,TCP,108,36440  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=1497580276 TSecr=0 WS=512
Messages,122,5.01856,172.30.1.250,172.30.1.1,QUIC,1324,"Initial, SCID=767e0476ff4b53fe, PKN: 1, ACK, CRYPTO, PADDING"
Messages,123,5.021194,172.30.1.1,172.30.1.250,QUIC,1324,"Initial, DCID=767e0476ff4b53fe, PKN: 2, ACK, PADDING"
Messages,124,5.025429,172.30.1.250,172.30.1.1,QUIC,1324,"Handshake, SCID=767e0476ff4b53fe"
Messages,125,5.025525,172.30.1.250,172.30.1.1,QUIC,1324,"Handshake, SCID=767e0476ff4b53fe"
Messages,126,5.026494,172.30.1.1,172.30.1.250,QUIC,116,"Handshake, DCID=767e0476ff4b53fe"
Google Fi,127,5.02818,172.30.1.250,172.30.1.1,TCP,96,"443  >  36440 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Google Fi,128,5.028348,172.30.1.1,172.30.1.250,TCP,88,36440  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Fi,129,5.03115,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Google Fi,130,5.031331,172.30.1.250,172.30.1.1,TCP,88,443  >  36440 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Messages,131,5.053491,172.30.1.250,172.30.1.1,TLSv1.3,196,"Application Data, Application Data"
Messages,132,5.06304,172.30.1.250,172.30.1.1,TLSv1.3,660,"Application Data, Application Data, Application Data"
Messages,133,5.063878,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=9354 Ack=7152 Win=114688 Len=0
Messages,134,5.065479,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Messages,135,5.065571,172.30.1.250,172.30.1.1,TCP,88,443  >  53696 [ACK] Seq=7152 Ack=9393 Win=2096640 Len=0
Messages,136,5.069408,172.30.1.250,172.30.1.1,QUIC,1324,"Handshake, SCID=767e0476ff4b53fe"
Messages,137,5.069541,172.30.1.250,172.30.1.1,QUIC,260,Protected Payload (KP0)
Messages,138,5.070785,172.30.1.1,172.30.1.250,QUIC,116,"Handshake, DCID=767e0476ff4b53fe"
Messages,139,5.075557,172.30.1.1,172.30.1.250,QUIC,160,"Handshake, DCID=767e0476ff4b53fe"
Messages,140,5.07621,172.30.1.1,172.30.1.250,QUIC,148,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Google Fi,141,5.079605,172.30.1.250,172.30.1.1,TLSv1.3,2760,"Server Hello, Change Cipher Spec"
Google Fi,142,5.079958,172.30.1.1,172.30.1.250,TCP,88,36440  >  443 [ACK] Seq=518 Ack=2673 Win=85504 Len=0
Google Fi,143,5.079993,172.30.1.250,172.30.1.1,TLSv1.3,2088,Application Data
Google Fi,144,5.08005,172.30.1.1,172.30.1.250,TCP,88,36440  >  443 [ACK] Seq=518 Ack=4673 Win=91136 Len=0
Messages,145,5.082505,172.30.1.250,172.30.1.1,TLSv1.3,604,"Application Data, Application Data"
Messages,146,5.082564,172.30.1.250,172.30.1.1,TLSv1.3,132,Application Data
Messages,147,5.082821,172.30.1.1,172.30.1.250,TCP,88,53696  >  443 [ACK] Seq=9393 Ack=7713 Win=124416 Len=0
Google Fi,148,5.091064,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Fi,149,5.091249,172.30.1.250,172.30.1.1,TCP,88,443  >  36440 [ACK] Seq=4673 Ack=582 Win=2096640 Len=0
Google Fi,150,5.093743,172.30.1.1,172.30.1.250,TLSv1.3,400,Application Data
Google Fi,151,5.09387,172.30.1.250,172.30.1.1,TCP,88,443  >  36440 [ACK] Seq=4673 Ack=894 Win=2096640 Len=0
Messages,152,5.097508,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,153,5.113079,172.30.1.250,172.30.1.1,QUIC,960,Protected Payload (KP0)
Messages,154,5.113211,172.30.1.250,172.30.1.1,QUIC,196,Protected Payload (KP0)
Messages,155,5.11416,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,156,5.13826,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Google Fi,157,5.148761,172.30.1.250,172.30.1.1,TLSv1.3,3524,"Application Data, Application Data, Application Data, Application Data, Application Data"
Google Fi,158,5.148935,172.30.1.1,172.30.1.250,TCP,88,36440  >  443 [ACK] Seq=894 Ack=8109 Win=111104 Len=0
Google Fi,159,5.155663,172.30.1.1,172.30.1.250,DNS,108,Standard query 0xa196 A dns.google.com
Google Fi,160,5.193112,172.30.1.250,172.30.1.1,DNS,140,Standard query response 0xa196 A dns.google.com A 8.8.4.4 A 8.8.8.8
Messages,161,5.359134,172.30.1.1,172.30.1.250,QUIC,992,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,162,5.360194,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,163,5.400144,172.30.1.250,172.30.1.1,QUIC,104,Protected Payload (KP0)
Messages,164,5.422826,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Messages,165,5.427122,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,166,5.817803,172.30.1.250,172.30.1.1,QUIC,424,Protected Payload (KP0)
Messages,167,5.818815,172.30.1.1,172.30.1.250,QUIC,112,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,168,5.824458,172.30.1.250,172.30.1.1,QUIC,424,Protected Payload (KP0)
Messages,169,5.826351,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,170,5.8776,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Google Play service,171,6.888981,172.30.1.1,172.30.1.250,DNS,108,Standard query 0xa037 A mtalk.google.com
Google Play service,172,6.95731,172.30.1.250,172.30.1.1,DNS,156,Standard query response 0xa037 A mtalk.google.com CNAME mobile-gtalk.l.google.com A 142.251.163.188
Google Play service,173,6.963186,172.30.1.1,172.30.1.250,TCP,108,33286  >  5228 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=4109318754 TSecr=0 WS=512
Google Play service,174,6.998281,172.30.1.250,172.30.1.1,TCP,96,"5228  >  33286 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Google Play service,175,6.998561,172.30.1.1,172.30.1.250,TCP,88,33286  >  5228 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Play service,176,7.000072,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Google Play service,177,7.000444,172.30.1.250,172.30.1.1,TCP,88,5228  >  33286 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Google Play service,178,7.036,172.30.1.250,172.30.1.1,TLSv1.3,2760,"Server Hello, Change Cipher Spec"
Google Play service,179,7.036326,172.30.1.1,172.30.1.250,TCP,88,33286  >  5228 [ACK] Seq=518 Ack=2673 Win=85504 Len=0
Google Play service,180,7.039379,172.30.1.250,172.30.1.1,TLSv1.3,4100,Application Data
Google Play service,181,7.039556,172.30.1.1,172.30.1.250,TCP,88,33286  >  5228 [ACK] Seq=518 Ack=6685 Win=93696 Len=0
Google Play service,182,7.05557,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Play service,183,7.055743,172.30.1.250,172.30.1.1,TCP,88,5228  >  33286 [ACK] Seq=6685 Ack=582 Win=2096640 Len=0
Google Play service,184,7.060471,172.30.1.1,172.30.1.250,TLSv1.3,588,Application Data
Google Play service,185,7.060592,172.30.1.250,172.30.1.1,TCP,88,5228  >  33286 [ACK] Seq=6685 Ack=1081 Win=2096128 Len=0
Google Play service,186,7.111513,172.30.1.250,172.30.1.1,TLSv1.3,624,"Application Data, Application Data"
Google Play service,187,7.111662,172.30.1.1,172.30.1.250,TCP,88,33286  >  5228 [ACK] Seq=1081 Ack=7220 Win=101888 Len=0
Google Play service,188,7.120282,172.30.1.250,172.30.1.1,TLSv1.3,204,"Application Data, Application Data"
Google Play service,189,7.120426,172.30.1.1,172.30.1.250,TCP,88,33286  >  5228 [ACK] Seq=1081 Ack=7338 Win=101888 Len=0
OneDrive,190,7.579893,172.30.1.1,172.30.1.250,DNS,124,Standard query 0x4d9c A self.events.data.microsoft.com
OneDrive,191,7.64191,172.30.1.250,172.30.1.1,DNS,244,Standard query response 0x4d9c A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus06.centralus.cloudapp.azure.com A 13.89.179.8
OneDrive,192,7.645522,172.30.1.1,172.30.1.250,TCP,108,35576  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=2238049420 TSecr=0 WS=512
OneDrive,193,7.724633,172.30.1.250,172.30.1.1,TCP,96,"443  >  35576 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
OneDrive,194,7.724888,172.30.1.1,172.30.1.250,TCP,88,35576  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
OneDrive,195,7.731642,172.30.1.1,172.30.1.250,TLSv1.2,604,Client Hello
OneDrive,196,7.732029,172.30.1.250,172.30.1.1,TCP,88,443  >  35576 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
OneDrive,197,7.823604,172.30.1.250,172.30.1.1,TLSv1.2,6380,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
OneDrive,198,7.825153,172.30.1.1,172.30.1.250,TCP,88,35576  >  443 [ACK] Seq=518 Ack=6293 Win=85504 Len=0
OneDrive,199,7.846684,172.30.1.1,172.30.1.250,TLSv1.2,244,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
OneDrive,200,7.846895,172.30.1.250,172.30.1.1,TCP,88,443  >  35576 [ACK] Seq=6293 Ack=676 Win=2096640 Len=0
OneDrive,201,7.931931,172.30.1.250,172.30.1.1,TLSv1.2,140,"Change Cipher Spec, Encrypted Handshake Message"
OneDrive,202,7.932248,172.30.1.1,172.30.1.250,TCP,88,35576  >  443 [ACK] Seq=676 Ack=6344 Win=85504 Len=0
OneDrive,203,7.934655,172.30.1.1,172.30.1.250,TLSv1.2,1116,Application Data
OneDrive,204,7.934773,172.30.1.250,172.30.1.1,TCP,88,443  >  35576 [ACK] Seq=6344 Ack=1705 Win=2095616 Len=0
OneDrive,205,8.040009,172.30.1.250,172.30.1.1,TLSv1.2,616,Application Data
OneDrive,206,8.040741,172.30.1.1,172.30.1.250,TCP,88,35576  >  443 [ACK] Seq=1705 Ack=6871 Win=98304 Len=0
Messages,207,9.366402,172.30.1.1,172.30.1.250,QUIC,716,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,208,9.36658,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,209,9.466692,172.30.1.1,172.30.1.250,QUIC,716,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,210,9.66628,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=767e0476ff4b53fe"
Messages,211,9.698589,172.30.1.250,172.30.1.1,QUIC,104,Protected Payload (KP0)
