App name,No.,Time,Source,Destination,Protocol,Length,Info
WhatsApp,11,0.192498,172.30.1.1,172.30.1.250,SSL,100,Continuation Data
WhatsApp,12,0.192574,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=1 Ack=16 Win=2096640 Len=0
Meet,13,0.200644,172.30.1.1,172.30.1.250,QUIC,1324,"Initial, DCID=6c690d0fcdd3c2a4, PKN: 1, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, PING, CRYPTO, PING, PADDING"
WhatsApp,14,0.201976,172.30.1.1,172.30.1.250,TCP,92,"33758  >  443 [PSH, ACK] Seq=16 Ack=1 Win=65536 Len=3 [TCP segment of a reassembled PDU]"
Meet,15,0.202027,172.30.1.1,172.30.1.250,QUIC,148,"0-RTT, DCID=6c690d0fcdd3c2a4"
Google Play service,16,0.202795,172.30.1.1,172.30.1.250,TCP,108,32928  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3970744246 TSecr=0 WS=512
WhatsApp,17,0.203661,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=1 Ack=19 Win=2096640 Len=0
Meet,18,0.204427,172.30.1.1,172.30.1.250,TCP,108,38810  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=2086742134 TSecr=0 WS=512
WhatsApp,19,0.205148,172.30.1.1,172.30.1.250,SSL,368,Continuation Data
WhatsApp,20,0.20526,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=1 Ack=298 Win=2096640 Len=0
Google Play service,21,0.286565,172.30.1.250,172.30.1.1,TCP,96,"443  >  32928 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Google Play service,22,0.286752,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Meet,23,0.286781,172.30.1.250,172.30.1.1,TCP,96,"443  >  38810 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Meet,24,0.286941,172.30.1.1,172.30.1.250,TCP,88,38810  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Play service,25,0.290343,172.30.1.1,172.30.1.250,TLSv1.3,864,Client Hello
Google Play service,26,0.290659,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=1 Ack=776 Win=2096128 Len=0
Meet,27,0.291692,172.30.1.1,172.30.1.250,TLSv1.3,892,Client Hello
Meet,28,0.292016,172.30.1.250,172.30.1.1,TCP,88,443  >  38810 [ACK] Seq=1 Ack=806 Win=2096128 Len=0
Meet,29,0.292106,172.30.1.250,172.30.1.1,QUIC,1324,Protected Payload (KP0)
Meet,30,0.296787,172.30.1.1,172.30.1.250,QUIC,1324,"Handshake, DCID=ec690d0fcdd3c2a4"
Meet,31,0.29691,172.30.1.1,172.30.1.250,QUIC,148,"Handshake, DCID=ec690d0fcdd3c2a4"
Meet,32,0.296969,172.30.1.1,172.30.1.250,QUIC,724,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Meet,33,0.297031,172.30.1.250,172.30.1.1,QUIC,864,Protected Payload (KP0)
Meet,34,0.297093,172.30.1.250,172.30.1.1,QUIC,292,Protected Payload (KP0)
Meet,35,0.29802,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Meet,36,0.298548,172.30.1.1,172.30.1.250,QUIC,312,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Meet,37,0.298671,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Meet,38,0.299269,172.30.1.1,172.30.1.250,QUIC,104,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
WhatsApp,39,0.306531,172.30.1.250,172.30.1.1,SSL,244,Continuation Data
WhatsApp,40,0.307005,172.30.1.1,172.30.1.250,TCP,88,33758  >  443 [ACK] Seq=298 Ack=159 Win=67072 Len=0
WhatsApp,41,0.316962,172.30.1.1,172.30.1.250,TCP,92,"33758  >  443 [PSH, ACK] Seq=298 Ack=159 Win=67072 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,42,0.317124,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=159 Ack=301 Win=2096640 Len=0
WhatsApp,43,0.317281,172.30.1.1,172.30.1.250,SSL,252,Continuation Data
WhatsApp,44,0.317429,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=159 Ack=466 Win=2096640 Len=0
WhatsApp,45,0.319052,172.30.1.1,172.30.1.250,TCP,92,"33758  >  443 [PSH, ACK] Seq=466 Ack=159 Win=67072 Len=3 [TCP segment of a reassembled PDU]"
WhatsApp,46,0.319167,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=159 Ack=469 Win=2096640 Len=0
WhatsApp,47,0.319456,172.30.1.1,172.30.1.250,SSL,124,Continuation Data
WhatsApp,48,0.31952,172.30.1.250,172.30.1.1,TCP,88,443  >  33758 [ACK] Seq=159 Ack=506 Win=2096640 Len=0
Google Play service,49,0.333641,172.30.1.250,172.30.1.1,TCP,96,"5228  >  59502 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Google Play service,50,0.333936,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Google Play service,51,0.33763,172.30.1.1,172.30.1.250,TLSv1.3,604,Client Hello
Google Play service,52,0.337949,172.30.1.250,172.30.1.1,TCP,88,5228  >  59502 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Google Play service,53,0.348199,172.30.1.250,172.30.1.1,TLSv1.3,468,"Server Hello, Change Cipher Spec, Application Data"
Google Play service,54,0.348501,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=776 Ack=381 Win=67072 Len=0
Google Play service,55,0.359021,172.30.1.1,172.30.1.250,TLSv1.3,160,"Change Cipher Spec, Application Data"
Google Play service,56,0.359497,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=381 Ack=850 Win=2096640 Len=0
Google Play service,57,0.361477,172.30.1.1,172.30.1.250,TLSv1.3,184,Application Data
Google Play service,58,0.361661,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=381 Ack=948 Win=2096640 Len=0
Google Play service,59,0.362833,172.30.1.1,172.30.1.250,TLSv1.3,1176,Application Data
Google Play service,60,0.362995,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=381 Ack=2035 Win=2095616 Len=0
Google Play service,61,0.363607,172.30.1.1,172.30.1.250,TLSv1.3,2612,Application Data
Google Play service,62,0.363862,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=381 Ack=4560 Win=2093056 Len=0
Meet,63,0.366385,172.30.1.250,172.30.1.1,TLSv1.3,484,"Server Hello, Change Cipher Spec, Application Data"
Meet,64,0.36666,172.30.1.1,172.30.1.250,TCP,88,38810  >  443 [ACK] Seq=806 Ack=396 Win=67072 Len=0
Meet,65,0.368454,172.30.1.1,172.30.1.250,TLSv1.3,160,"Change Cipher Spec, Application Data"
Meet,66,0.368528,172.30.1.250,172.30.1.1,TCP,88,443  >  38810 [ACK] Seq=396 Ack=880 Win=2096640 Len=0
Meet,67,0.391526,172.30.1.250,172.30.1.1,QUIC,196,Protected Payload (KP0)
Meet,68,0.402854,172.30.1.250,172.30.1.1,QUIC,104,Protected Payload (KP0)
Meet,69,0.403905,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Meet,70,0.411426,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Google Play service,71,0.430794,172.30.1.250,172.30.1.1,TLSv1.3,1052,"Application Data, Application Data"
Google Play service,72,0.431794,172.30.1.1,172.30.1.250,TLSv1.3,120,Application Data
Google Play service,73,0.43196,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=1347 Ack=4591 Win=2093056 Len=0
Google Play service,74,0.437993,172.30.1.250,172.30.1.1,TLSv1.3,120,Application Data
Meet,75,0.467588,172.30.1.250,172.30.1.1,QUIC,256,Protected Payload (KP0)
Meet,76,0.467763,172.30.1.250,172.30.1.1,QUIC,104,Protected Payload (KP0)
Meet,77,0.471095,172.30.1.1,172.30.1.250,QUIC,112,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
WhatsApp,78,0.472483,172.30.1.250,172.30.1.1,SSL,328,Continuation Data
Meet,79,0.479733,172.30.1.250,172.30.1.1,TLSv1.3,1084,"Application Data, Application Data"
Google Play service,80,0.481539,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=4591 Ack=1378 Win=68608 Len=0
Meet,81,0.498055,172.30.1.1,172.30.1.250,QUIC,108,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Google Play service,82,0.498708,172.30.1.250,172.30.1.1,TLSv1.3,544,"Application Data, Application Data"
Google Play service,83,0.498961,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=4591 Ack=1834 Win=70656 Len=0
Google Play service,84,0.499011,172.30.1.250,172.30.1.1,TLSv1.3,276,"Application Data, Application Data"
Google Play service,85,0.499135,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=4591 Ack=2024 Win=72704 Len=0
Google Play service,86,0.501,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Google Play service,87,0.501135,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=2024 Ack=4630 Win=2096640 Len=0
WhatsApp,88,0.513552,172.30.1.1,172.30.1.250,TCP,88,33758  >  443 [ACK] Seq=506 Ack=400 Win=68096 Len=0
Meet,89,0.521815,172.30.1.1,172.30.1.250,TCP,88,38810  >  443 [ACK] Seq=880 Ack=1392 Win=68608 Len=0
WhatsApp,90,0.521904,172.30.1.250,172.30.1.1,SSL,124,Continuation Data
WhatsApp,91,0.522057,172.30.1.1,172.30.1.250,TCP,88,33758  >  443 [ACK] Seq=506 Ack=437 Win=68096 Len=0
Meet,92,0.529978,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Google Play service,93,0.541201,172.30.1.250,172.30.1.1,TLSv1.3,1424,"Server Hello, Change Cipher Spec"
Google Play service,94,0.541437,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=518 Ack=1337 Win=85504 Len=0
Google Play service,95,0.544255,172.30.1.250,172.30.1.1,TCP,1424,"5228  >  59502 [PSH, ACK] Seq=1337 Ack=518 Win=2097152 Len=1336 [TCP segment of a reassembled PDU]"
Google Play service,96,0.544385,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=518 Ack=2673 Win=105472 Len=0
Google Play service,97,0.547107,172.30.1.250,172.30.1.1,TCP,2760,"5228  >  59502 [PSH, ACK] Seq=2673 Ack=518 Win=2097152 Len=2672 [TCP segment of a reassembled PDU]"
Google Play service,98,0.54719,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=518 Ack=5345 Win=125440 Len=0
Google Play service,99,0.547204,172.30.1.250,172.30.1.1,TLSv1.3,1508,Application Data
Google Play service,100,0.547249,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=518 Ack=6764 Win=145408 Len=0
Google Play service,101,0.554762,172.30.1.1,172.30.1.250,TLSv1.3,152,"Change Cipher Spec, Application Data"
Google Play service,102,0.554854,172.30.1.250,172.30.1.1,TCP,88,5228  >  59502 [ACK] Seq=6764 Ack=582 Win=2096640 Len=0
Google Play service,103,0.5614,172.30.1.1,172.30.1.250,TLSv1.3,512,Application Data
Google Play service,104,0.561564,172.30.1.250,172.30.1.1,TCP,88,5228  >  59502 [ACK] Seq=6764 Ack=1008 Win=2096640 Len=0
Google Play service,105,0.594564,172.30.1.1,172.30.1.250,TLSv1.3,148,Application Data
Google Play service,106,0.594728,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=2024 Ack=4689 Win=2096640 Len=0
Google Play service,107,0.595421,172.30.1.1,172.30.1.250,TLSv1.3,2504,Application Data
Google Play service,108,0.595587,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=2024 Ack=7105 Win=2094592 Len=0
Google Play service,109,0.722936,172.30.1.250,172.30.1.1,TLSv1.3,624,"Application Data, Application Data"
Google Play service,110,0.729792,172.30.1.250,172.30.1.1,TLSv1.3,204,"Application Data, Application Data"
Meet,111,0.732327,172.30.1.1,172.30.1.250,QUIC,104,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Google Play service,112,0.734096,172.30.1.1,172.30.1.250,TCP,88,59502  >  5228 [ACK] Seq=1008 Ack=7417 Win=151040 Len=0
Google Play service,113,0.749826,172.30.1.250,172.30.1.1,TLSv1.3,364,"Application Data, Application Data"
Google Play service,114,0.752008,172.30.1.250,172.30.1.1,TLSv1.3,208,"Application Data, Application Data"
Google Play service,115,0.754689,172.30.1.1,172.30.1.250,TCP,88,32928  >  443 [ACK] Seq=7105 Ack=2419 Win=74752 Len=0
Google Play service,116,0.755384,172.30.1.1,172.30.1.250,TLSv1.3,128,Application Data
Google Play service,117,0.755551,172.30.1.250,172.30.1.1,TCP,88,443  >  32928 [ACK] Seq=2419 Ack=7144 Win=2096640 Len=0
Meet,118,0.799864,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Teams,119,0.826956,172.30.1.1,172.30.1.250,DNS,140,Standard query 0x1746 AAAA trouter2-usce-0-b.trouter.teams.microsoft.com
Teams,120,0.827895,172.30.1.1,172.30.1.250,TCP,108,37455  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=2161666399 TSecr=0 WS=512
Teams,121,0.82893,172.30.1.1,172.30.1.250,DNS,140,Standard query 0x77f9 A trouter2-usce-0-b.trouter.teams.microsoft.com
netd,122,0.846795,172.30.1.250,172.30.1.1,TCP,108,52018  >  853 [SYN] Seq=0 Win=65535 Len=0 MSS=1220 SACK_PERM TSval=3837633017 TSecr=0 WS=512
Teams,123,0.889659,172.30.1.250,172.30.1.1,DNS,212,Standard query response 0x1746 AAAA trouter2-usce-0-b.trouter.teams.microsoft.com CNAME trouter2-usce-0-b.cloudapp.net AAAA 2603:1030:7:6::ad
Teams,124,0.889888,172.30.1.250,172.30.1.1,DNS,200,Standard query response 0x77f9 A trouter2-usce-0-b.trouter.teams.microsoft.com CNAME trouter2-usce-0-b.cloudapp.net A 52.115.92.13
Teams,125,0.910572,172.30.1.250,172.30.1.1,TCP,96,"443  >  37455 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Teams,126,0.910681,172.30.1.1,172.30.1.250,TCP,88,37455  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Teams,127,0.912554,172.30.1.1,172.30.1.250,TLSv1.2,396,Client Hello
Teams,128,0.912877,172.30.1.250,172.30.1.1,TCP,88,443  >  37455 [ACK] Seq=1 Ack=310 Win=2096640 Len=0
Teams,129,0.992169,172.30.1.250,172.30.1.1,TCP,1436,"443  >  37455 [PSH, ACK] Seq=1 Ack=310 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,130,0.992456,172.30.1.1,172.30.1.250,TCP,88,37455  >  443 [ACK] Seq=310 Ack=1349 Win=85504 Len=0
Teams,131,0.994723,172.30.1.250,172.30.1.1,TLSv1.2,2940,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
Teams,132,0.995124,172.30.1.1,172.30.1.250,TCP,88,37455  >  443 [ACK] Seq=310 Ack=4203 Win=105472 Len=0
Meet,133,1.001972,172.30.1.1,172.30.1.250,QUIC,104,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Teams,134,1.022774,172.30.1.1,172.30.1.250,TLSv1.2,244,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Teams,135,1.023022,172.30.1.250,172.30.1.1,TCP,88,443  >  37455 [ACK] Seq=4203 Ack=468 Win=2096640 Len=0
Meet,136,1.068723,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Teams,137,1.118743,172.30.1.250,172.30.1.1,TLSv1.2,140,"Change Cipher Spec, Encrypted Handshake Message"
Teams,138,1.119561,172.30.1.1,172.30.1.250,TLSv1.2,1596,Application Data
Teams,139,1.11968,172.30.1.250,172.30.1.1,TCP,88,443  >  37455 [ACK] Seq=4254 Ack=1977 Win=2095616 Len=0
Teams,140,1.214317,172.30.1.250,172.30.1.1,TLSv1.2,1308,"Application Data, Application Data, Application Data"
Teams,141,1.216075,172.30.1.1,172.30.1.250,TLSv1.2,216,Application Data
Teams,142,1.216168,172.30.1.250,172.30.1.1,TCP,88,443  >  37455 [ACK] Seq=5476 Ack=2105 Win=2096640 Len=0
Teams,143,1.225444,172.30.1.1,172.30.1.250,TCP,108,56778  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=4194482713 TSecr=0 WS=512
Teams,144,1.231411,172.30.1.1,172.30.1.250,TCP,108,53748  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3726508193 TSecr=0 WS=512
Teams,145,1.233445,172.30.1.1,172.30.1.250,DNS,112,Standard query 0xe459 A teams.microsoft.com
Teams,146,1.260545,172.30.1.250,172.30.1.1,TCP,96,"443  >  53748 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Teams,147,1.260649,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Teams,148,1.264206,172.30.1.1,172.30.1.250,TLSv1.2,648,Client Hello
Teams,149,1.26451,172.30.1.250,172.30.1.1,TCP,88,443  >  53748 [ACK] Seq=1 Ack=560 Win=2096128 Len=0
Teams,150,1.267653,172.30.1.250,172.30.1.1,DNS,264,Standard query response 0xe459 A teams.microsoft.com CNAME teams.office.com CNAME teams-mira-afd.trafficmanager.net CNAME teams-office-com.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132
Meet,151,1.269798,172.30.1.1,172.30.1.250,QUIC,104,"Protected Payload (KP0), DCID=ec690d0fcdd3c2a4"
Teams,152,1.271038,172.30.1.1,172.30.1.250,TCP,108,53754  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=9960 SACK_PERM TSval=3726508232 TSecr=0 WS=512
Teams,153,1.290657,172.30.1.250,172.30.1.1,TCP,96,"443  >  56778 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Teams,154,1.290888,172.30.1.1,172.30.1.250,TCP,88,56778  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Teams,155,1.295802,172.30.1.1,172.30.1.250,TLSv1.2,604,Client Hello
Teams,156,1.296142,172.30.1.250,172.30.1.1,TCP,88,443  >  56778 [ACK] Seq=1 Ack=518 Win=2096128 Len=0
Teams,157,1.301769,172.30.1.250,172.30.1.1,TLSv1.2,128,Application Data
Teams,158,1.305049,172.30.1.250,172.30.1.1,TCP,96,"443  >  53754 [SYN, ACK] Seq=0 Ack=1 Win=4096 Len=0 MSS=9960 WS=512"
Teams,159,1.30522,172.30.1.1,172.30.1.250,TCP,88,53754  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0
Teams,160,1.307464,172.30.1.1,172.30.1.250,TLSv1.2,648,Client Hello
Teams,161,1.307724,172.30.1.250,172.30.1.1,TCP,88,443  >  53754 [ACK] Seq=1 Ack=560 Win=2096128 Len=0
Teams,162,1.308286,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53748 [PSH, ACK] Seq=1 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,163,1.308451,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=560 Ack=1349 Win=85504 Len=0
Teams,164,1.312126,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53748 [PSH, ACK] Seq=1349 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,165,1.312252,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=560 Ack=2697 Win=105472 Len=0
Teams,166,1.314432,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53748 [PSH, ACK] Seq=2697 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,167,1.314554,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=560 Ack=4045 Win=125440 Len=0
Teams,168,1.321541,172.30.1.250,172.30.1.1,TLSv1.2,1956,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
Teams,169,1.32198,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=560 Ack=5912 Win=129536 Len=0
Meet,170,1.326927,172.30.1.250,172.30.1.1,QUIC,100,Protected Payload (KP0)
Teams,171,1.345646,172.30.1.1,172.30.1.250,TCP,88,37455  >  443 [ACK] Seq=2105 Ack=5516 Win=125440 Len=0
Teams,172,1.349058,172.30.1.1,172.30.1.250,TLSv1.2,244,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Teams,173,1.349188,172.30.1.250,172.30.1.1,TCP,88,443  >  53748 [ACK] Seq=5912 Ack=718 Win=2096640 Len=0
Teams,174,1.363938,172.30.1.250,172.30.1.1,TCP,2760,"443  >  56778 [PSH, ACK] Seq=1 Ack=518 Win=2097152 Len=2672 [TCP segment of a reassembled PDU]"
Teams,175,1.364491,172.30.1.1,172.30.1.250,TCP,88,56778  >  443 [ACK] Seq=518 Ack=2673 Win=85504 Len=0
Teams,176,1.366993,172.30.1.250,172.30.1.1,TCP,1424,"443  >  56778 [PSH, ACK] Seq=2673 Ack=518 Win=2097152 Len=1336 [TCP segment of a reassembled PDU]"
Teams,177,1.367158,172.30.1.1,172.30.1.250,TCP,88,56778  >  443 [ACK] Seq=518 Ack=4009 Win=105472 Len=0
Teams,178,1.370478,172.30.1.250,172.30.1.1,TCP,1424,"443  >  56778 [PSH, ACK] Seq=4009 Ack=518 Win=2097152 Len=1336 [TCP segment of a reassembled PDU]"
Teams,179,1.370594,172.30.1.1,172.30.1.250,TCP,88,56778  >  443 [ACK] Seq=518 Ack=5345 Win=125440 Len=0
Teams,180,1.372832,172.30.1.250,172.30.1.1,TLSv1.2,956,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
Teams,181,1.373266,172.30.1.1,172.30.1.250,TCP,88,56778  >  443 [ACK] Seq=518 Ack=6213 Win=128000 Len=0
Teams,182,1.373305,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53754 [PSH, ACK] Seq=1 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,183,1.373468,172.30.1.1,172.30.1.250,TCP,88,53754  >  443 [ACK] Seq=560 Ack=1349 Win=85504 Len=0
Teams,184,1.377439,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53754 [PSH, ACK] Seq=1349 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,185,1.377572,172.30.1.1,172.30.1.250,TCP,88,53754  >  443 [ACK] Seq=560 Ack=2697 Win=105472 Len=0
Teams,186,1.380003,172.30.1.250,172.30.1.1,TCP,1436,"443  >  53754 [PSH, ACK] Seq=2697 Ack=560 Win=2097152 Len=1348 [TCP segment of a reassembled PDU]"
Teams,187,1.380123,172.30.1.1,172.30.1.250,TCP,88,53754  >  443 [ACK] Seq=560 Ack=4045 Win=125440 Len=0
Teams,188,1.382716,172.30.1.250,172.30.1.1,TLSv1.2,1956,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
Teams,189,1.38301,172.30.1.1,172.30.1.250,TCP,88,53754  >  443 [ACK] Seq=560 Ack=5912 Win=129536 Len=0
Teams,190,1.389809,172.30.1.250,172.30.1.1,TLSv1.2,428,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
Teams,191,1.39201,172.30.1.250,172.30.1.1,TLSv1.2,156,Application Data
Teams,192,1.392294,172.30.1.1,172.30.1.250,TCP,88,53748  >  443 [ACK] Seq=718 Ack=6323 Win=133120 Len=0
Teams,193,1.397683,172.30.1.1,172.30.1.250,TLSv1.2,140,Application Data
Teams,194,1.39781,172.30.1.250,172.30.1.1,TCP,88,443  >  53748 [ACK] Seq=6323 Ack=771 Win=2096640 Len=0
Teams,195,1.397917,172.30.1.1,172.30.1.250,TLSv1.2,172,"Application Data, Application Data"
Teams,196,1.397981,172.30.1.250,172.30.1.1,TCP,88,443  >  53748 [ACK] Seq=6323 Ack=857 Win=2096640 Len=0
Teams,197,1.405441,172.30.1.1,172.30.1.250,TLSv1.2,3836,Application Data
Teams,198,1.405635,172.30.1.250,172.30.1.1,TCP,88,443  >  53748 [ACK] Seq=6323 Ack=4604 Win=2093056 Len=0
Teams,199,1.406467,172.30.1.1,172.30.1.250,TLSv1.2,244,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
Teams,200,1.406535,172.30.1.250,172.30.1.1,TCP,88,443  >  56778 [ACK] Seq=6213 Ack=676 Win=2096640 Len=0
Teams,201,1.407128,172.30.1.1,172.30.1.250,TLSv1.2,124,Application Data
